latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-34.622143,-58.40909,19.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),wind_speed_100m (km/h)
2024-04-13T21:00,19.7,0.80,87,49.4
2024-04-13T22:00,19.2,1.10,91,54.7
2024-04-13T23:00,19.0,1.00,91,57.0
2024-04-14T00:00,18.8,1.20,93,55.8
2024-04-14T01:00,19.4,0.90,91,49.1
2024-04-14T02:00,19.3,0.50,93,47.4
2024-04-14T03:00,19.3,1.60,92,46.5
2024-04-14T04:00,19.5,0.30,91,42.6
2024-04-14T05:00,19.2,0.80,94,37.7
2024-04-14T06:00,19.4,0.60,94,30.5
2024-04-14T07:00,20.0,0.20,90,35.0
2024-04-14T08:00,19.7,0.30,93,35.3
2024-04-14T09:00,19.7,0.30,93,31.1
2024-04-14T10:00,19.7,0.50,94,27.7
2024-04-14T11:00,20.0,0.60,92,25.4
2024-04-14T12:00,20.3,0.00,92,23.5
2024-04-14T13:00,19.9,2.50,96,30.9
2024-04-14T14:00,20.6,0.40,90,35.6
2024-04-14T15:00,21.6,0.10,86,32.9
2024-04-14T16:00,22.7,0.20,84,31.9
2024-04-14T17:00,21.7,0.10,89,28.8
2024-04-14T18:00,21.9,0.00,88,27.3
2024-04-14T19:00,22.2,0.00,88,26.6
2024-04-14T20:00,22.2,0.00,87,28.8
2024-04-14T21:00,21.4,0.30,90,30.6
2024-04-14T22:00,21.1,0.50,92,26.8
2024-04-14T23:00,21.0,0.00,93,24.7
2024-04-15T00:00,20.8,0.00,93,27.6
2024-04-15T01:00,21.1,0.10,94,35.6
2024-04-15T02:00,21.1,0.10,95,32.1
2024-04-15T03:00,20.8,0.00,95,31.2
2024-04-15T04:00,20.9,0.00,95,30.5
2024-04-15T05:00,20.7,0.60,96,26.8
2024-04-15T06:00,20.7,0.90,96,25.8
2024-04-15T07:00,20.7,0.70,96,32.8
2024-04-15T08:00,20.7,1.30,96,37.1
2024-04-15T09:00,20.9,0.80,96,43.0
2024-04-15T10:00,21.0,0.30,95,44.0
2024-04-15T11:00,21.0,0.20,96,45.7
2024-04-15T12:00,21.6,2.90,94,46.4
2024-04-15T13:00,22.1,0.60,93,46.0
2024-04-15T14:00,22.0,0.70,92,51.4
2024-04-15T15:00,22.3,0.60,90,48.9
2024-04-15T16:00,22.0,2.40,95,43.4
2024-04-15T17:00,22.1,1.70,95,46.9
2024-04-15T18:00,22.8,0.50,92,55.3
2024-04-15T19:00,23.7,0.30,89,55.3
2024-04-15T20:00,23.5,0.80,91,52.1
2024-04-15T21:00,23.2,0.40,91,54.4
2024-04-15T22:00,22.9,0.00,90,48.7
2024-04-15T23:00,22.3,0.00,87,48.0
2024-04-16T00:00,21.5,0.00,85,47.9
2024-04-16T01:00,20.7,0.00,88,45.2
2024-04-16T02:00,20.3,0.00,89,35.4
2024-04-16T03:00,19.5,0.00,89,33.9
2024-04-16T04:00,19.2,0.00,90,35.0
2024-04-16T05:00,18.8,0.00,89,33.9
2024-04-16T06:00,18.5,0.00,87,31.0
2024-04-16T07:00,17.7,0.00,87,30.4
2024-04-16T08:00,16.6,0.00,89,35.5
2024-04-16T09:00,15.8,0.00,90,28.2
2024-04-16T10:00,15.1,0.00,90,27.2
2024-04-16T11:00,15.4,0.00,88,25.8
2024-04-16T12:00,16.9,0.00,81,27.4
2024-04-16T13:00,16.7,0.00,87,26.3
2024-04-16T14:00,16.8,0.00,85,30.2
2024-04-16T15:00,17.4,0.00,82,32.4
2024-04-16T16:00,17.7,0.00,80,36.2
2024-04-16T17:00,18.4,0.00,78,38.1
2024-04-16T18:00,18.7,0.30,78,41.8
2024-04-16T19:00,18.2,0.10,76,37.7
2024-04-16T20:00,18.3,0.00,75,38.2
2024-04-16T21:00,17.6,0.00,77,41.9
2024-04-16T22:00,16.9,0.00,74,40.1
2024-04-16T23:00,16.4,0.00,76,39.3
2024-04-17T00:00,16.1,0.00,76,41.9
2024-04-17T01:00,15.1,0.00,75,37.9
2024-04-17T02:00,14.7,0.00,75,35.1
2024-04-17T03:00,14.1,0.00,77,29.7
2024-04-17T04:00,13.5,0.00,79,27.4
2024-04-17T05:00,13.2,0.00,78,32.6
2024-04-17T06:00,13.3,0.00,78,36.2
2024-04-17T07:00,13.6,0.00,76,38.3
2024-04-17T08:00,14.1,0.00,71,39.4
2024-04-17T09:00,14.2,0.00,69,39.6
2024-04-17T10:00,14.3,0.00,66,38.8
2024-04-17T11:00,14.6,0.00,65,38.1
2024-04-17T12:00,16.1,0.00,65,38.8
2024-04-17T13:00,17.5,0.00,64,34.0
2024-04-17T14:00,18.9,0.00,59,36.9
2024-04-17T15:00,20.3,0.00,56,36.5
2024-04-17T16:00,21.4,0.00,55,35.0
2024-04-17T17:00,21.9,0.00,54,41.9
2024-04-17T18:00,22.1,0.00,52,44.3
2024-04-17T19:00,21.9,0.00,51,43.5
2024-04-17T20:00,21.3,0.00,56,38.9
2024-04-17T21:00,19.9,0.00,59,36.6
2024-04-17T22:00,18.6,0.00,61,35.3
2024-04-17T23:00,17.9,0.00,63,35.2
2024-04-18T00:00,17.2,0.00,65,34.0
2024-04-18T01:00,16.4,0.00,67,31.7
2024-04-18T02:00,15.7,0.00,71,30.3
2024-04-18T03:00,15.0,0.00,74,30.3
2024-04-18T04:00,14.3,0.00,75,31.1
2024-04-18T05:00,13.7,0.00,74,32.4
2024-04-18T06:00,13.2,0.00,72,34.0
2024-04-18T07:00,12.6,0.00,72,32.7
2024-04-18T08:00,12.1,0.00,73,29.8
2024-04-18T09:00,11.3,0.00,76,22.3
2024-04-18T10:00,10.7,0.00,78,21.4
2024-04-18T11:00,11.0,0.00,78,21.2
2024-04-18T12:00,13.2,0.00,76,15.8
2024-04-18T13:00,16.4,0.00,69,10.5
2024-04-18T14:00,18.5,0.00,57,10.4
2024-04-18T15:00,19.7,0.00,50,9.8
2024-04-18T16:00,20.5,0.00,48,12.3
2024-04-18T17:00,21.2,0.00,48,12.8
2024-04-18T18:00,21.6,0.00,49,12.3
2024-04-18T19:00,21.6,0.00,51,11.0
2024-04-18T20:00,21.0,0.00,57,11.1
2024-04-18T21:00,19.1,0.00,73,14.9
2024-04-18T22:00,17.6,0.00,81,15.1
2024-04-18T23:00,17.6,0.00,83,16.7
2024-04-19T00:00,17.9,0.00,84,19.5
2024-04-19T01:00,18.1,0.00,81,23.9
2024-04-19T02:00,18.1,0.00,83,26.3
2024-04-19T03:00,17.9,0.00,85,29.4
2024-04-19T04:00,17.5,0.00,86,30.9
2024-04-19T05:00,17.3,0.00,86,32.7
2024-04-19T06:00,17.1,0.00,84,35.1
2024-04-19T07:00,16.8,0.00,82,36.1
2024-04-19T08:00,16.4,0.00,81,37.2
2024-04-19T09:00,16.2,0.00,81,36.6
2024-04-19T10:00,16.0,0.00,81,36.6
2024-04-19T11:00,16.3,0.00,80,35.6
2024-04-19T12:00,17.7,0.00,78,35.3
2024-04-19T13:00,19.3,0.00,72,32.0
2024-04-19T14:00,20.8,0.00,67,29.6
2024-04-19T15:00,22.4,0.00,62,31.1
2024-04-19T16:00,23.6,0.00,58,31.3
2024-04-19T17:00,24.4,0.00,57,30.6
2024-04-19T18:00,24.9,0.00,57,30.1
2024-04-19T19:00,24.9,0.00,59,27.7
2024-04-19T20:00,24.4,0.00,66,26.5
2024-04-19T21:00,22.8,0.00,69,26.4
2024-04-19T22:00,21.0,0.00,75,26.4
2024-04-19T23:00,20.3,0.00,78,27.8
2024-04-20T00:00,19.8,0.00,80,28.1
2024-04-20T01:00,19.3,0.00,79,30.7
2024-04-20T02:00,18.9,0.00,81,29.9
2024-04-20T03:00,18.4,0.00,83,27.2
2024-04-20T04:00,17.8,0.00,85,24.9
2024-04-20T05:00,17.4,0.00,85,25.4
2024-04-20T06:00,17.2,0.00,85,27.2
2024-04-20T07:00,17.1,0.00,86,29.2
2024-04-20T08:00,17.1,0.00,86,31.0
2024-04-20T09:00,17.1,0.00,87,31.7
2024-04-20T10:00,17.0,0.00,88,30.6
2024-04-20T11:00,17.2,0.00,88,30.2
2024-04-20T12:00,18.6,0.00,86,28.7
2024-04-20T13:00,20.5,0.00,78,21.7
2024-04-20T14:00,21.8,0.00,73,21.7
2024-04-20T15:00,22.8,0.00,70,21.9
2024-04-20T16:00,23.5,0.00,69,21.4
2024-04-20T17:00,23.9,0.00,68,20.5
2024-04-20T18:00,23.8,0.00,69,20.4
2024-04-20T19:00,23.6,0.00,70,22.1
2024-04-20T20:00,23.4,0.00,72,19.5
2024-04-20T21:00,22.1,0.00,78,21.3
2024-04-20T22:00,21.7,0.00,79,23.1
2024-04-20T23:00,21.5,0.00,80,22.8
2024-04-21T00:00,21.3,0.00,81,22.3
2024-04-21T01:00,21.0,0.00,81,17.9
2024-04-21T02:00,20.8,0.00,84,17.2
2024-04-21T03:00,20.7,0.00,86,19.8
2024-04-21T04:00,20.2,0.00,88,17.5
2024-04-21T05:00,19.3,0.00,91,15.0
2024-04-21T06:00,20.1,0.00,86,10.7
2024-04-21T07:00,19.5,0.00,88,7.7
2024-04-21T08:00,19.7,0.00,88,4.3
2024-04-21T09:00,19.4,0.00,92,1.5
2024-04-21T10:00,19.6,0.00,91,5.3
2024-04-21T11:00,19.8,0.10,92,9.1
2024-04-21T12:00,20.2,0.00,94,15.0
2024-04-21T13:00,21.0,0.40,94,10.4
2024-04-21T14:00,22.1,0.30,87,15.1
2024-04-21T15:00,21.9,0.20,87,20.6
2024-04-21T16:00,21.6,0.80,86,23.7
2024-04-21T17:00,21.4,0.10,82,33.4
2024-04-21T18:00,21.2,0.00,81,36.9
2024-04-21T19:00,20.4,0.20,79,40.8
2024-04-21T20:00,19.3,0.00,80,42.3
2024-04-21T21:00,18.1,0.10,81,44.1
2024-04-21T22:00,17.8,0.00,82,42.7
2024-04-21T23:00,17.5,1.20,85,43.8
2024-04-22T00:00,16.8,1.20,92,40.9
2024-04-22T01:00,18.6,0.10,86,50.4
2024-04-22T02:00,18.9,0.10,87,50.8
2024-04-22T03:00,18.7,0.10,89,44.7
2024-04-22T04:00,18.6,0.30,89,43.2
2024-04-22T05:00,18.3,0.50,92,38.2
2024-04-22T06:00,17.8,1.40,95,40.4
2024-04-22T07:00,17.9,0.20,92,45.3
2024-04-22T08:00,17.6,0.10,91,50.0
2024-04-22T09:00,17.5,0.30,90,53.9
2024-04-22T10:00,17.6,0.10,89,55.1
2024-04-22T11:00,17.8,0.00,88,60.2
2024-04-22T12:00,18.3,0.00,86,58.9
2024-04-22T13:00,17.9,0.10,89,47.9
2024-04-22T14:00,18.8,0.10,83,56.2
2024-04-22T15:00,18.7,0.00,84,48.9
2024-04-22T16:00,19.5,0.00,83,41.7
2024-04-22T17:00,20.0,0.00,82,33.8
2024-04-22T18:00,20.3,0.00,82,29.6
2024-04-22T19:00,20.5,0.20,82,25.4
2024-04-22T20:00,20.2,0.10,84,20.9
2024-04-22T21:00,19.6,0.00,87,16.6
2024-04-22T22:00,19.3,0.00,90,16.6
2024-04-22T23:00,19.1,0.00,91,16.0
2024-04-23T00:00,19.0,0.00,92,13.9
2024-04-23T01:00,19.1,0.00,94,23.4
2024-04-23T02:00,18.7,2.50,95,16.2
2024-04-23T03:00,18.3,0.10,98,9.7
2024-04-23T04:00,17.7,0.00,98,16.8
2024-04-23T05:00,17.4,0.00,98,9.2
2024-04-23T06:00,17.0,0.00,98,13.1
2024-04-23T07:00,16.7,0.00,98,22.7
2024-04-23T08:00,16.7,0.00,97,29.2
2024-04-23T09:00,16.7,0.00,94,34.5
2024-04-23T10:00,16.2,0.00,96,36.2
2024-04-23T11:00,16.4,0.00,96,40.5
2024-04-23T12:00,16.9,0.00,91,32.1
2024-04-23T13:00,18.0,0.10,90,33.7
2024-04-23T14:00,18.0,0.00,85,29.6
2024-04-23T15:00,19.6,0.00,71,23.9
2024-04-23T16:00,20.1,0.00,66,23.1
2024-04-23T17:00,20.4,0.00,57,25.0
2024-04-23T18:00,20.4,0.00,52,24.2
2024-04-23T19:00,20.0,0.00,52,25.8
2024-04-23T20:00,19.1,0.00,57,23.1
2024-04-23T21:00,17.6,0.00,65,25.5
2024-04-23T22:00,16.0,0.00,69,26.8
2024-04-23T23:00,15.1,0.00,72,27.9
2024-04-24T00:00,14.4,0.00,72,29.9
2024-04-24T01:00,14.0,0.00,68,30.9
2024-04-24T02:00,13.5,0.00,68,30.6
2024-04-24T03:00,12.7,0.00,69,30.6
2024-04-24T04:00,11.9,0.00,69,30.1
2024-04-24T05:00,11.1,0.00,70,28.3
2024-04-24T06:00,10.2,0.00,73,26.3
2024-04-24T07:00,9.6,0.00,74,25.3
2024-04-24T08:00,9.1,0.00,74,25.0
2024-04-24T09:00,8.8,0.00,73,25.1
2024-04-24T10:00,8.5,0.00,73,25.5
2024-04-24T11:00,8.8,0.00,72,26.3
2024-04-24T12:00,10.8,0.00,70,26.5
2024-04-24T13:00,13.5,0.00,64,18.8
2024-04-24T14:00,15.1,0.00,59,14.1
2024-04-24T15:00,16.2,0.00,51,14.4
2024-04-24T16:00,17.0,0.00,49,9.1
2024-04-24T17:00,17.5,0.00,50,6.0
2024-04-24T18:00,17.7,0.00,51,4.9
2024-04-24T19:00,17.6,0.00,53,5.8
2024-04-24T20:00,17.0,0.00,56,9.7
2024-04-24T21:00,15.5,0.00,67,14.3
2024-04-24T22:00,14.5,0.00,71,15.9
2024-04-24T23:00,14.5,0.00,73,19.6
2024-04-25T00:00,14.8,0.00,73,23.0
2024-04-25T01:00,15.0,0.00,75,25.9
2024-04-25T02:00,15.0,0.00,76,27.0
2024-04-25T03:00,15.1,0.00,79,28.4
2024-04-25T04:00,15.1,0.00,81,26.0
2024-04-25T05:00,14.9,0.00,81,27.6
2024-04-25T06:00,14.7,0.00,84,28.5
2024-04-25T07:00,14.7,0.00,83,27.3
2024-04-25T08:00,14.7,0.00,85,27.9
2024-04-25T09:00,14.7,0.70,86,27.2
2024-04-25T10:00,14.7,0.20,87,24.9
2024-04-25T11:00,15.0,0.00,86,25.3
2024-04-25T12:00,15.7,0.70,83,21.6
2024-04-25T13:00,15.5,5.30,88,28.4
2024-04-25T14:00,16.2,2.70,84,25.5
2024-04-25T15:00,16.1,3.20,83,24.5
2024-04-25T16:00,16.4,1.90,81,27.0
2024-04-25T17:00,16.8,0.00,77,24.1
2024-04-25T18:00,16.8,0.10,74,24.9
2024-04-25T19:00,16.6,0.00,72,25.8
2024-04-25T20:00,16.2,1.20,72,30.9
2024-04-25T21:00,15.0,3.60,80,35.0
2024-04-25T22:00,15.5,1.10,85,39.9
2024-04-25T23:00,16.7,0.00,83,38.3
2024-04-26T00:00,16.9,0.00,85,37.3
2024-04-26T01:00,16.8,0.00,89,37.5
2024-04-26T02:00,17.1,0.00,88,35.5
2024-04-26T03:00,17.5,0.00,88,33.7
2024-04-26T04:00,17.3,0.00,89,31.1
2024-04-26T05:00,17.1,0.00,90,24.3
2024-04-26T06:00,17.2,0.00,90,25.3
2024-04-26T07:00,17.2,0.00,91,23.1
2024-04-26T08:00,17.6,0.40,91,22.6
2024-04-26T09:00,17.3,7.70,95,14.5
2024-04-26T10:00,17.5,2.40,94,21.5
2024-04-26T11:00,18.0,0.10,93,21.2
2024-04-26T12:00,18.6,0.00,91,21.9
2024-04-26T13:00,18.1,3.90,91,27.1
2024-04-26T14:00,18.7,4.10,90,23.6
2024-04-26T15:00,18.6,1.60,95,23.2
2024-04-26T16:00,18.6,16.60,96,18.8
2024-04-26T17:00,19.6,0.70,91,15.0
2024-04-26T18:00,20.2,0.40,89,24.6
2024-04-26T19:00,19.5,1.00,95,26.2
2024-04-26T20:00,18.7,0.40,92,35.1
2024-04-26T21:00,17.9,0.00,92,33.5
2024-04-26T22:00,17.1,0.00,93,33.0
2024-04-26T23:00,17.0,0.00,91,35.0
2024-04-27T00:00,16.5,0.00,91,36.0
2024-04-27T01:00,16.1,0.00,93,33.0
2024-04-27T02:00,15.4,0.00,93,34.1
2024-04-27T03:00,15.0,0.00,91,31.4
2024-04-27T04:00,14.5,0.00,91,28.2
2024-04-27T05:00,14.1,0.00,90,31.1
2024-04-27T06:00,13.6,0.00,90,34.2
2024-04-27T07:00,13.0,0.00,85,35.5
2024-04-27T08:00,12.2,0.00,79,33.4
2024-04-27T09:00,11.4,0.00,76,33.6
2024-04-27T10:00,10.9,0.00,73,39.0
2024-04-27T11:00,10.9,0.00,72,33.3
2024-04-27T12:00,12.5,0.00,73,31.8
2024-04-27T13:00,14.7,0.00,73,22.3
2024-04-27T14:00,16.0,0.00,65,24.5
2024-04-27T15:00,16.9,0.00,54,25.9
2024-04-27T16:00,17.6,0.00,45,29.6
2024-04-27T17:00,17.9,0.00,41,29.9
2024-04-27T18:00,17.9,0.00,37,28.7
2024-04-27T19:00,17.4,0.00,42,25.3
2024-04-27T20:00,16.7,0.00,47,21.2
2024-04-27T21:00,14.9,0.00,55,20.4
2024-04-27T22:00,13.0,0.00,62,17.7
2024-04-27T23:00,12.0,0.00,64,20.1
2024-04-28T00:00,11.2,0.00,64,20.1
2024-04-28T01:00,10.3,0.00,68,21.3
2024-04-28T02:00,9.8,0.00,64,23.6
2024-04-28T03:00,9.2,0.00,64,25.2
2024-04-28T04:00,8.8,0.00,66,24.9
2024-04-28T05:00,8.4,0.00,69,23.7
2024-04-28T06:00,8.0,0.00,71,23.5
2024-04-28T07:00,7.8,0.00,72,24.2
2024-04-28T08:00,7.4,0.00,74,21.3
2024-04-28T09:00,7.0,0.00,76,18.4
2024-04-28T10:00,6.8,0.00,77,19.4
2024-04-28T11:00,7.2,0.00,76,21.4
2024-04-28T12:00,9.5,0.00,73,21.9
2024-04-28T13:00,13.3,0.00,66,23.5
2024-04-28T14:00,16.0,0.00,57,17.6
2024-04-28T15:00,17.6,0.00,47,17.6
2024-04-28T16:00,18.5,0.00,42,16.6
2024-04-28T17:00,19.0,0.00,40,15.3
2024-04-28T18:00,19.2,0.00,40,13.6
2024-04-28T19:00,19.1,0.00,42,12.3
2024-04-28T20:00,18.4,0.00,51,13.0
2024-04-28T21:00,16.0,0.00,66,13.3
2024-04-28T22:00,14.9,0.00,67,15.5
2024-04-28T23:00,14.7,0.00,66,19.7
2024-04-29T00:00,14.4,0.00,65,20.3
2024-04-29T01:00,13.6,0.00,70,19.8
2024-04-29T02:00,13.6,0.00,70,21.6
2024-04-29T03:00,14.1,0.00,71,24.0
2024-04-29T04:00,14.1,0.00,73,22.3
2024-04-29T05:00,14.2,0.10,73,24.5
2024-04-29T06:00,14.3,0.00,75,23.5
2024-04-29T07:00,14.4,0.00,74,26.1
2024-04-29T08:00,14.5,0.00,74,22.9
2024-04-29T09:00,14.3,0.00,74,20.9
2024-04-29T10:00,14.3,0.00,72,23.2
2024-04-29T11:00,14.3,0.00,73,20.2
2024-04-29T12:00,15.1,0.00,71,26.8
2024-04-29T13:00,16.1,0.00,73,29.6
2024-04-29T14:00,16.1,0.00,73,27.2
2024-04-29T15:00,15.7,0.90,78,32.3
2024-04-29T16:00,15.6,1.10,79,40.0
2024-04-29T17:00,16.0,0.20,81,30.9
2024-04-29T18:00,17.9,0.00,78,26.9
2024-04-29T19:00,18.5,0.00,79,25.1
2024-04-29T20:00,19.1,0.00,79,27.0
2024-04-29T21:00,18.9,0.00,83,23.4
2024-04-29T22:00,19.3,0.00,86,25.9
2024-04-29T23:00,19.1,0.00,88,25.8
2024-04-30T00:00,19.0,0.00,88,26.7
2024-04-30T01:00,18.7,0.00,89,25.0
2024-04-30T02:00,18.7,0.00,90,22.2
2024-04-30T03:00,18.9,0.00,90,25.0
2024-04-30T04:00,18.7,0.00,91,26.2
2024-04-30T05:00,18.6,0.00,92,22.0
2024-04-30T06:00,17.8,0.00,94,17.2
2024-04-30T07:00,17.0,0.00,95,16.4
2024-04-30T08:00,17.1,0.00,95,15.9
2024-04-30T09:00,17.1,0.00,95,12.0
2024-04-30T10:00,17.2,0.00,94,7.3
2024-04-30T11:00,16.1,0.00,96,4.0
2024-04-30T12:00,18.5,0.00,93,7.6
2024-04-30T13:00,18.6,0.10,96,3.7
2024-04-30T14:00,18.5,0.90,98,10.0
2024-04-30T15:00,18.5,0.70,97,13.7
2024-04-30T16:00,19.4,0.10,90,15.4
2024-04-30T17:00,20.1,0.00,87,19.2
2024-04-30T18:00,20.6,0.00,83,24.4
2024-04-30T19:00,20.0,0.00,85,28.6
2024-04-30T20:00,19.6,0.00,84,19.9
2024-04-30T21:00,18.9,0.00,88,18.4
2024-04-30T22:00,18.4,0.00,90,22.0
2024-04-30T23:00,18.0,0.00,91,26.3
2024-05-01T00:00,17.9,0.00,90,32.8
2024-05-01T01:00,17.7,0.00,90,34.9
2024-05-01T02:00,17.0,0.00,78,41.1
2024-05-01T03:00,16.4,0.00,67,37.7
2024-05-01T04:00,16.0,0.00,64,35.4
2024-05-01T05:00,15.3,0.00,63,33.9
2024-05-01T06:00,14.4,0.00,65,30.5
2024-05-01T07:00,13.5,0.00,68,26.3
2024-05-01T08:00,12.6,0.00,69,26.7
2024-05-01T09:00,11.8,0.00,71,28.8
2024-05-01T10:00,11.5,0.00,75,30.4
2024-05-01T11:00,11.4,0.00,80,32.9
2024-05-01T12:00,12.9,0.00,71,35.5
2024-05-01T13:00,15.3,0.00,57,31.3
2024-05-01T14:00,16.7,0.00,54,27.2
2024-05-01T15:00,17.5,0.00,52,30.8
2024-05-01T16:00,17.2,0.00,51,34.0
2024-05-01T17:00,16.3,0.00,57,32.1
2024-05-01T18:00,16.9,0.00,54,29.8
2024-05-01T19:00,17.2,0.00,56,23.8
2024-05-01T20:00,16.7,0.00,61,27.1
2024-05-01T21:00,15.6,0.00,64,29.9
2024-05-01T22:00,14.8,0.00,63,29.7
2024-05-01T23:00,14.2,0.00,62,30.4
2024-05-02T00:00,13.8,0.00,63,29.5
2024-05-02T01:00,13.4,0.00,63,29.8
2024-05-02T02:00,13.4,0.00,64,28.5
2024-05-02T03:00,13.3,0.00,67,22.7
2024-05-02T04:00,12.9,0.00,69,23.8
2024-05-02T05:00,12.4,0.20,70,28.2
2024-05-02T06:00,11.6,0.20,69,33.1
2024-05-02T07:00,10.7,0.00,66,34.9
2024-05-02T08:00,10.0,0.00,65,37.7
2024-05-02T09:00,9.3,0.00,66,29.7
2024-05-02T10:00,9.3,0.00,67,24.0
2024-05-02T11:00,9.4,0.00,67,20.9
2024-05-02T12:00,9.8,0.00,65,22.8
2024-05-02T13:00,10.1,0.00,68,22.0
2024-05-02T14:00,11.6,0.00,64,22.8
2024-05-02T15:00,12.9,0.00,58,22.5
2024-05-02T16:00,13.7,0.00,55,23.3
2024-05-02T17:00,14.1,0.00,55,23.5
2024-05-02T18:00,14.3,0.00,56,23.1
2024-05-02T19:00,14.2,0.00,56,23.1
2024-05-02T20:00,13.6,0.00,58,21.2
2024-05-02T21:00,12.2,0.00,66,19.6
2024-05-02T22:00,10.9,0.00,70,18.9
2024-05-02T23:00,10.0,0.00,73,17.3
2024-05-03T00:00,9.1,0.00,77,15.3
2024-05-03T01:00,8.4,0.00,78,12.1
2024-05-03T02:00,7.7,0.00,81,10.4
2024-05-03T03:00,7.2,0.00,83,7.6
2024-05-03T04:00,7.0,0.00,82,6.3
2024-05-03T05:00,6.9,0.00,81,5.1
2024-05-03T06:00,6.7,0.00,80,6.6
2024-05-03T07:00,6.3,0.00,81,7.2
2024-05-03T08:00,6.0,0.00,82,8.6
2024-05-03T09:00,5.6,0.00,83,8.4
2024-05-03T10:00,5.2,0.00,84,6.9
2024-05-03T11:00,5.8,0.00,83,4.9
2024-05-03T12:00,8.6,0.00,79,4.0
2024-05-03T13:00,12.2,0.00,65,2.4
2024-05-03T14:00,13.9,0.00,53,3.6
2024-05-03T15:00,14.7,0.00,48,6.3
2024-05-03T16:00,15.0,0.00,48,10.5
2024-05-03T17:00,14.9,0.00,54,14.8
2024-05-03T18:00,14.8,0.00,56,13.3
2024-05-03T19:00,14.0,0.00,61,12.1
2024-05-03T20:00,13.6,0.00,69,10.2
2024-05-03T21:00,13.1,0.00,73,12.5
2024-05-03T22:00,12.1,0.00,79,10.1
2024-05-03T23:00,12.1,0.00,74,6.5
2024-05-04T00:00,11.8,0.00,77,15.3
2024-05-04T01:00,12.0,0.00,76,15.9
2024-05-04T02:00,11.4,0.00,79,14.6
2024-05-04T03:00,9.8,0.00,82,8.9
2024-05-04T04:00,9.2,0.00,82,10.7
2024-05-04T05:00,9.4,0.00,81,13.7
2024-05-04T06:00,9.8,0.00,81,15.1
2024-05-04T07:00,10.0,0.00,82,14.7
2024-05-04T08:00,10.0,0.00,81,13.6
2024-05-04T09:00,10.2,0.00,81,15.8
2024-05-04T10:00,12.0,0.00,81,22.4
2024-05-04T11:00,12.4,0.00,85,25.8
2024-05-04T12:00,13.8,0.00,85,24.4
2024-05-04T13:00,14.6,0.00,84,20.4
2024-05-04T14:00,15.3,0.00,83,18.8
2024-05-04T15:00,16.1,0.00,81,19.0
2024-05-04T16:00,16.9,0.00,80,17.0
2024-05-04T17:00,17.9,0.00,76,17.2
2024-05-04T18:00,18.0,0.00,78,11.0
2024-05-04T19:00,18.1,0.00,78,10.1
2024-05-04T20:00,17.6,0.00,80,13.6
2024-05-04T21:00,15.9,0.00,87,18.0
2024-05-04T22:00,15.5,0.00,90,21.8
2024-05-04T23:00,15.9,0.00,90,22.8
2024-05-05T00:00,17.2,0.00,86,27.9
2024-05-05T01:00,17.7,0.00,83,27.0
2024-05-05T02:00,17.8,0.00,84,26.4
2024-05-05T03:00,17.9,0.00,84,23.0
2024-05-05T04:00,17.5,0.00,89,22.7
2024-05-05T05:00,17.3,0.00,92,19.4
2024-05-05T06:00,17.5,0.00,92,18.3
2024-05-05T07:00,17.6,0.10,92,18.7
2024-05-05T08:00,17.8,0.10,93,19.2
2024-05-05T09:00,16.6,0.00,95,10.2
2024-05-05T10:00,17.1,0.10,94,12.2
2024-05-05T11:00,17.2,0.10,94,13.0
2024-05-05T12:00,17.5,0.00,93,12.8
2024-05-05T13:00,19.3,0.00,90,13.6
2024-05-05T14:00,19.3,0.10,90,16.2
2024-05-05T15:00,19.2,0.10,90,15.1
2024-05-05T16:00,20.1,0.00,86,16.4
2024-05-05T17:00,20.5,0.00,86,16.3
2024-05-05T18:00,20.0,0.00,89,16.6
2024-05-05T19:00,19.9,0.00,89,14.3
2024-05-05T20:00,20.0,0.00,89,12.9
2024-05-05T21:00,19.2,0.00,91,14.1
2024-05-05T22:00,19.0,0.00,91,14.1
2024-05-05T23:00,18.7,0.00,92,18.4
2024-05-06T00:00,18.3,0.00,94,20.4
2024-05-06T01:00,18.1,0.10,96,15.4
2024-05-06T02:00,17.9,0.20,97,14.4
2024-05-06T03:00,17.9,0.00,97,13.0
2024-05-06T04:00,17.4,0.10,98,11.4
2024-05-06T05:00,17.8,0.00,98,10.1
2024-05-06T06:00,18.5,0.00,97,4.2
2024-05-06T07:00,16.7,0.00,100,3.3
2024-05-06T08:00,16.7,0.00,100,3.2
2024-05-06T09:00,16.9,0.00,100,6.8
2024-05-06T10:00,16.8,0.10,99,5.4
2024-05-06T11:00,16.9,0.10,99,6.7
2024-05-06T12:00,17.5,0.00,98,8.9
2024-05-06T13:00,17.7,0.10,97,19.2
2024-05-06T14:00,18.4,0.00,94,14.4
2024-05-06T15:00,18.6,0.00,94,12.0
2024-05-06T16:00,19.0,0.00,94,6.1
2024-05-06T17:00,20.0,0.00,91,3.7
2024-05-06T18:00,20.7,0.10,87,1.1
2024-05-06T19:00,21.1,0.00,85,5.9
2024-05-06T20:00,21.5,0.00,79,13.9
2024-05-06T21:00,19.7,0.00,87,26.4
2024-05-06T22:00,17.9,0.00,93,27.1
2024-05-06T23:00,17.5,0.00,91,29.2
